SUBCAT,DESCRICAO,CAT,DESC_CAT,capitulo_cod,capitulo_desc,cap_cod
A000,"Cólera devida a Vibrio cholerae 01, biótipo cholerae",A00,Cólera,1,I. Algumas doenças infecciosas e parasitárias,I
A001,"Cólera devida a Vibrio cholerae 01, biótipo El Tor",A00,Cólera,1,I. Algumas doenças infecciosas e parasitárias,I
A009,Cólera não especificada,A00,Cólera,1,I. Algumas doenças infecciosas e parasitárias,I
A010,Febre tifóide,A01,Febres tifóide e paratifóide,1,I. Algumas doenças infecciosas e parasitárias,I
A011,Febre paratifóide A,A01,Febres tifóide e paratifóide,1,I. Algumas doenças infecciosas e parasitárias,I
A012,Febre paratifóide B,A01,Febres tifóide e paratifóide,1,I. Algumas doenças infecciosas e parasitárias,I
A013,Febre paratifóide C,A01,Febres tifóide e paratifóide,1,I. Algumas doenças infecciosas e parasitárias,I
A014,Febre paratifóide não especificada,A01,Febres tifóide e paratifóide,1,I. Algumas doenças infecciosas e parasitárias,I
A020,Enterite por salmonela,A02,Outras infecções por Salmonella,1,I. Algumas doenças infecciosas e parasitárias,I
A021,Septicemia por salmonela,A02,Outras infecções por Salmonella,1,I. Algumas doenças infecciosas e parasitárias,I
A022,Infecções localizadas por salmonela,A02,Outras infecções por Salmonella,1,I. Algumas doenças infecciosas e parasitárias,I
A028,Outras infecções especificadas por salmonela,A02,Outras infecções por Salmonella,1,I. Algumas doenças infecciosas e parasitárias,I
A029,Infecção não especificada por salmonela,A02,Outras infecções por Salmonella,1,I. Algumas doenças infecciosas e parasitárias,I
A030,Shiguelose devida a Shigella dysenteriae,A03,Shiguelose,1,I. Algumas doenças infecciosas e parasitárias,I
A031,Shiguelose devida a Shigella flexneri,A03,Shiguelose,1,I. Algumas doenças infecciosas e parasitárias,I
A032,Shiguelose devida a Shigella boydii,A03,Shiguelose,1,I. Algumas doenças infecciosas e parasitárias,I
A033,Shiguelose devida a Shigella sonnei,A03,Shiguelose,1,I. Algumas doenças infecciosas e parasitárias,I
A038,Outras shigueloses,A03,Shiguelose,1,I. Algumas doenças infecciosas e parasitárias,I
A039,Shiguelose não especificada,A03,Shiguelose,1,I. Algumas doenças infecciosas e parasitárias,I
A040,Infecção por Escherichia coli enteropatogênica,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A041,Infecção por Escherichia coli enterotoxigênica,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A042,Infecção por Escherichia coli enteroinvasiva,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A043,Infecção por Escherichia coli enterohemorrágica,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A044,Outras infecções intestinais por Escherichia coli,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A045,Enterite por Campylobacter,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A046,Enterite devida a Yersinia enterocolítica,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A047,Enterocolite devida a Clostridium difficile,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A048,Outras infecções bacterianas intestinais especificadas,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A049,Infecção intestinal bacteriana não especificada,A04,Outras infecções intestinais bacterianas,1,I. Algumas doenças infecciosas e parasitárias,I
A050,Intoxicação alimentar estafilocócica,A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A051,Botulismo,A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A052,Intoxicação alimentar devida a Clostridium perfringens [Clostridium welchii],A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A053,Intoxicação alimentar devida a Vibrio parahemolyticus,A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A054,Intoxicação alimentar devida a Bacillus cereus,A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A058,Outras intoxicações alimentares bacterianas especificadas,A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A059,Intoxicação alimentar bacteriana não especificada,A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",1,I. Algumas doenças infecciosas e parasitárias,I
A060,Disenteria amebiana aguda,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A061,Amebíase intestinal crônica,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A062,Colite amebiana não-disentérica,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A063,Ameboma intestinal,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A064,Abscesso amebiano do fígado,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A065,Abscesso amebiano do pulmão,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A066,Abscesso amebiano do cérebro,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A067,Amebíase cutânea,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A068,Infecção amebiana de outras localizações,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A069,Amebíase não especificada,A06,Amebíase,1,I. Algumas doenças infecciosas e parasitárias,I
A070,Balantidíase,A07,Outras doenças intestinais por protozoários,1,I. Algumas doenças infecciosas e parasitárias,I
A071,Giardíase [lamblíase],A07,Outras doenças intestinais por protozoários,1,I. Algumas doenças infecciosas e parasitárias,I
A072,Criptosporidiose,A07,Outras doenças intestinais por protozoários,1,I. Algumas doenças infecciosas e parasitárias,I
A073,Isosporíase,A07,Outras doenças intestinais por protozoários,1,I. Algumas doenças infecciosas e parasitárias,I
A078,Outras doenças intestinais especificadas por protozoários,A07,Outras doenças intestinais por protozoários,1,I. Algumas doenças infecciosas e parasitárias,I
A079,Doença intestinal não especificada por protozoários,A07,Outras doenças intestinais por protozoários,1,I. Algumas doenças infecciosas e parasitárias,I
A080,Enterite por rotavírus,A08,"Infecções intestinais virais, outras e as não especificadas",1,I. Algumas doenças infecciosas e parasitárias,I
A081,Gastroenteropatia aguda pelo agente de Norwalk,A08,"Infecções intestinais virais, outras e as não especificadas",1,I. Algumas doenças infecciosas e parasitárias,I
A082,Enterite por adenovírus,A08,"Infecções intestinais virais, outras e as não especificadas",1,I. Algumas doenças infecciosas e parasitárias,I
A083,Outras enterites virais,A08,"Infecções intestinais virais, outras e as não especificadas",1,I. Algumas doenças infecciosas e parasitárias,I
A084,Infecção intestinal devida a vírus não especificado,A08,"Infecções intestinais virais, outras e as não especificadas",1,I. Algumas doenças infecciosas e parasitárias,I
A085,Outras infecções intestinais especificadas,A08,"Infecções intestinais virais, outras e as não especificadas",1,I. Algumas doenças infecciosas e parasitárias,I
A09,Diarréia e gastroenterite de origem infecciosa presumível,A09,Diarréia e gastroenterite de origem infecciosa presumível,1,I. Algumas doenças infecciosas e parasitárias,I
A150,"Tuberculose pulmonar, com confirmação por exame microscópico da expectoração, com ou sem cultura",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A151,"Tuberculose pulmonar, com confirmação somente por cultura",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A152,"Tuberculose pulmonar, com confirmação histológica",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A153,"Tuberculose pulmonar, com confirmação por meio não especificado",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A154,"Tuberculose dos gânglios intratorácicos, com confirmação bacteriológica e histológica",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A155,"Tuberculose da laringe, da traquéia e dos brônquios, com confirmação bacteriológica e histológica",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A156,"Pleuris tuberculoso, com confirmação bacteriológica e histológica",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A157,"Tuberculose primária das vias respiratórias, com confirmação bacteriológica e histológica",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A158,"Outras formas de tuberculose das vias respiratórias, com confirmação bacteriológica e histológica",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A159,"Tuberculose não especificada das vias respiratórias, com confirmação bacteriológica e histológica",A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A160,Tuberculose pulmonar com exames bacteriológico e histológico negativos,A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A161,"Tuberculose pulmonar, sem realização de exame bacteriológico ou histológico",A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A162,"Tuberculose pulmonar, sem menção de confirmação bacteriológica ou histológica",A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A163,"Tuberculose dos gânglios intratorácicos, sem menção de confirmação bacteriológica ou histológica",A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A164,"Tuberculose da laringe, da traquéia e dos brônquios, sem menção de confirmação bacteriológica ou histológica",A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A165,"Pleurisia tuberculosa, sem menção de confirmação bacteriológica ou histológica",A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A167,Tuberculosa respiratória primária sem menção de confirmação bacteriológica ou histológica,A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A168,"Outras formas de tuberculose das vias respiratórias, sem menção de confirmação bacteriológica ou histológica",A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A169,"Tuberculose respiratória, não especificada, sem menção de confirmação bacteriológica ou histológica",A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",1,I. Algumas doenças infecciosas e parasitárias,I
A170,Meningite tuberculosa,A17,Tuberculose do sistema nervoso,1,I. Algumas doenças infecciosas e parasitárias,I
A171,Tuberculoma meníngeo,A17,Tuberculose do sistema nervoso,1,I. Algumas doenças infecciosas e parasitárias,I
A178,Outras tuberculoses do sistema nervoso,A17,Tuberculose do sistema nervoso,1,I. Algumas doenças infecciosas e parasitárias,I
A179,Tuberculose não especificada do sistema nervoso,A17,Tuberculose do sistema nervoso,1,I. Algumas doenças infecciosas e parasitárias,I
A180,Tuberculose óssea e das articulações,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A181,Tuberculose do aparelho geniturinário,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A182,Linfadenopatia tuberculosa periférica,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A183,"Tuberculose do intestino, do peritônio e dos gânglios mesentéricos",A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A184,Tuberculose de pele e do tecido celular subcutâneo,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A185,Tuberculose do olho,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A186,Tuberculose do ouvido,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A187,Tuberculose das supra-renais,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A188,Tuberculose de outros órgãos especificados,A18,Tuberculose de outros órgãos,1,I. Algumas doenças infecciosas e parasitárias,I
A190,Tuberculose miliar aguda de localização única e especificada,A19,Tuberculose miliar,1,I. Algumas doenças infecciosas e parasitárias,I
A191,Tuberculose miliar aguda de múltiplas localizações,A19,Tuberculose miliar,1,I. Algumas doenças infecciosas e parasitárias,I
A192,Tuberculose miliar aguda não especificada,A19,Tuberculose miliar,1,I. Algumas doenças infecciosas e parasitárias,I
A198,Outras tuberculoses miliares,A19,Tuberculose miliar,1,I. Algumas doenças infecciosas e parasitárias,I
A199,Tuberculose miliar não especificada,A19,Tuberculose miliar,1,I. Algumas doenças infecciosas e parasitárias,I
A200,Peste bubônica,A20,Peste,1,I. Algumas doenças infecciosas e parasitárias,I
A201,Peste celulocutânea,A20,Peste,1,I. Algumas doenças infecciosas e parasitárias,I
A202,Peste pneumônica,A20,Peste,1,I. Algumas doenças infecciosas e parasitárias,I
A203,Peste meníngea,A20,Peste,1,I. Algumas doenças infecciosas e parasitárias,I
A207,Peste septicêmica,A20,Peste,1,I. Algumas doenças infecciosas e parasitárias,I
A208,Outras formas de peste,A20,Peste,1,I. Algumas doenças infecciosas e parasitárias,I
A209,"Peste, forma não especificada",A20,Peste,1,I. Algumas doenças infecciosas e parasitárias,I
A210,Tularemia ulceroglandular,A21,Tularemia,1,I. Algumas doenças infecciosas e parasitárias,I
A211,Tularemia oculoglandular,A21,Tularemia,1,I. Algumas doenças infecciosas e parasitárias,I
A212,Tularemia pulmonar,A21,Tularemia,1,I. Algumas doenças infecciosas e parasitárias,I
A213,Tularemia gastrointestinal,A21,Tularemia,1,I. Algumas doenças infecciosas e parasitárias,I
A217,Tularemia generalizada,A21,Tularemia,1,I. Algumas doenças infecciosas e parasitárias,I
A218,Outras formas de tularemia,A21,Tularemia,1,I. Algumas doenças infecciosas e parasitárias,I
A219,"Tularemia, forma não especificada",A21,Tularemia,1,I. Algumas doenças infecciosas e parasitárias,I
A220,Carbúnculo cutâneo,A22,Carbúnculo,1,I. Algumas doenças infecciosas e parasitárias,I
A221,Carbúnculo pulmonar,A22,Carbúnculo,1,I. Algumas doenças infecciosas e parasitárias,I
A222,Carbúnculo gastrointestinal,A22,Carbúnculo,1,I. Algumas doenças infecciosas e parasitárias,I
A227,Septicemia carbunculosa,A22,Carbúnculo,1,I. Algumas doenças infecciosas e parasitárias,I
A228,Outras formas de carbúnculo,A22,Carbúnculo,1,I. Algumas doenças infecciosas e parasitárias,I
A229,"Carbúnculo, forma não especificada",A22,Carbúnculo,1,I. Algumas doenças infecciosas e parasitárias,I
A230,Brucelose por Brucella melitensis,A23,Brucelose,1,I. Algumas doenças infecciosas e parasitárias,I
A231,Brucelose por Brucella abortus,A23,Brucelose,1,I. Algumas doenças infecciosas e parasitárias,I
A232,Brucelose por Brucella suis,A23,Brucelose,1,I. Algumas doenças infecciosas e parasitárias,I
A233,Brucelose por Brucella canis,A23,Brucelose,1,I. Algumas doenças infecciosas e parasitárias,I
A238,Outras bruceloses,A23,Brucelose,1,I. Algumas doenças infecciosas e parasitárias,I
A239,Brucelose não especificada,A23,Brucelose,1,I. Algumas doenças infecciosas e parasitárias,I
A240,Mormo,A24,Mormo e melioidose,1,I. Algumas doenças infecciosas e parasitárias,I
A241,Melioidose aguda e fulminante,A24,Mormo e melioidose,1,I. Algumas doenças infecciosas e parasitárias,I
A242,Melioidose subaguda e crônica,A24,Mormo e melioidose,1,I. Algumas doenças infecciosas e parasitárias,I
A243,Outras melioidoses,A24,Mormo e melioidose,1,I. Algumas doenças infecciosas e parasitárias,I
A244,Melioidose não especificada,A24,Mormo e melioidose,1,I. Algumas doenças infecciosas e parasitárias,I
A250,Espirilose,A25,Febres transmitidas por mordedura de rato,1,I. Algumas doenças infecciosas e parasitárias,I
A251,Estreptobacilose,A25,Febres transmitidas por mordedura de rato,1,I. Algumas doenças infecciosas e parasitárias,I
A259,"Febre transmitida por mordedura de rato, tipo não especificado",A25,Febres transmitidas por mordedura de rato,1,I. Algumas doenças infecciosas e parasitárias,I
A260,Erisipelóide cutâneo,A26,Erisipelóide,1,I. Algumas doenças infecciosas e parasitárias,I
A267,Septicemia por Erysipelothrix,A26,Erisipelóide,1,I. Algumas doenças infecciosas e parasitárias,I
A268,Outras formas de erisipelóide,A26,Erisipelóide,1,I. Algumas doenças infecciosas e parasitárias,I
A269,Erisipelóide não especificado,A26,Erisipelóide,1,I. Algumas doenças infecciosas e parasitárias,I
A270,Leptopirose icterohemorrágica,A27,Leptospirose,1,I. Algumas doenças infecciosas e parasitárias,I
A278,Outras formas de leptospirose,A27,Leptospirose,1,I. Algumas doenças infecciosas e parasitárias,I
A279,Leptospirose não especificada,A27,Leptospirose,1,I. Algumas doenças infecciosas e parasitárias,I
A280,Pasteurelose,A28,Outras doenças bacterianas zoonóticas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A281,Doença por arranhadura do gato,A28,Outras doenças bacterianas zoonóticas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A282,Yersiniose extra-intestinal,A28,Outras doenças bacterianas zoonóticas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A288,Outras doenças bacterianas zoonóticas especificadas não classificadas em outra parte,A28,Outras doenças bacterianas zoonóticas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A289,Doença bacteriana zoonótica não especificada,A28,Outras doenças bacterianas zoonóticas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A300,Hanseníase [lepra] indeterminada,A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A301,Hanseníase [lepra] tuberculóide,A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A302,Hanseníase [lepra] tuberculóide borderline,A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A303,Hanseníase [lepra] dimorfa,A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A304,Hanseníase [lepra] lepromatosa borderline,A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A305,Hanseníase [lepra] lepromatosa,A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A308,Outras formas de hanseníase [lepra],A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A309,Hanseníase [lepra] não especificada,A30,Hanseníase [doença de Hansen] [lepra],1,I. Algumas doenças infecciosas e parasitárias,I
A310,Infecção pulmonar micobacteriana,A31,Infecções devidas a outras micobactérias,1,I. Algumas doenças infecciosas e parasitárias,I
A311,Infecção cutânea micobacteriana,A31,Infecções devidas a outras micobactérias,1,I. Algumas doenças infecciosas e parasitárias,I
A318,Outras infecções micobacterianas,A31,Infecções devidas a outras micobactérias,1,I. Algumas doenças infecciosas e parasitárias,I
A319,Infecção micobacteriana não especificada,A31,Infecções devidas a outras micobactérias,1,I. Algumas doenças infecciosas e parasitárias,I
A320,Listeriose cutânea,A32,Listeriose [listeríase],1,I. Algumas doenças infecciosas e parasitárias,I
A321,Meningite e meningoencefalite por listéria,A32,Listeriose [listeríase],1,I. Algumas doenças infecciosas e parasitárias,I
A327,Septicemia listeriótica,A32,Listeriose [listeríase],1,I. Algumas doenças infecciosas e parasitárias,I
A328,Outras formas de listeriose,A32,Listeriose [listeríase],1,I. Algumas doenças infecciosas e parasitárias,I
A329,Listeriose não especificada,A32,Listeriose [listeríase],1,I. Algumas doenças infecciosas e parasitárias,I
A33,Tétano do recém-nascido [neonatal],A33,Tétano do recém-nascido [neonatal],1,I. Algumas doenças infecciosas e parasitárias,I
A34,Tétano obstétrico,A34,Tétano obstétrico,1,I. Algumas doenças infecciosas e parasitárias,I
A35,Outros tipos de tétano,A35,Outros tipos de tétano,1,I. Algumas doenças infecciosas e parasitárias,I
A360,Difteria faríngea,A36,Difteria,1,I. Algumas doenças infecciosas e parasitárias,I
A361,Difteria nasofaríngea,A36,Difteria,1,I. Algumas doenças infecciosas e parasitárias,I
A362,Difteria laríngea,A36,Difteria,1,I. Algumas doenças infecciosas e parasitárias,I
A363,Difteria cutânea,A36,Difteria,1,I. Algumas doenças infecciosas e parasitárias,I
A368,Outras formas de difteria,A36,Difteria,1,I. Algumas doenças infecciosas e parasitárias,I
A369,Difteria não especificada,A36,Difteria,1,I. Algumas doenças infecciosas e parasitárias,I
A370,Coqueluche por Bordetella pertussis,A37,Coqueluche,1,I. Algumas doenças infecciosas e parasitárias,I
A371,Coqueluche por Bordetella parapertussis,A37,Coqueluche,1,I. Algumas doenças infecciosas e parasitárias,I
A378,Coqueluche por outras espécies da Bordetella,A37,Coqueluche,1,I. Algumas doenças infecciosas e parasitárias,I
A379,Coqueluche não especificada,A37,Coqueluche,1,I. Algumas doenças infecciosas e parasitárias,I
A38,Escarlatina,A38,Escarlatina,1,I. Algumas doenças infecciosas e parasitárias,I
A390,Meningite meningocócica,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A391,Síndrome de Waterhouse-Friderichsen,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A392,Meningococcemia aguda,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A393,Meningococcemia crônica,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A394,Meningococcemia não especificada,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A395,Cardite por meningococos,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A398,Outras infecções por meningococos,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A399,Infecção meningocócica não especificada,A39,Infecção meningogócica,1,I. Algumas doenças infecciosas e parasitárias,I
A400,Septicemia por Streptococcus do grupo A,A40,Septicemia estreptocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A401,Septicemia por Streptococcus do grupo B,A40,Septicemia estreptocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A402,Septicemia por Streptococcus do grupo D,A40,Septicemia estreptocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A403,Septicemia por Streptococcus pneumonia,A40,Septicemia estreptocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A408,Outras septicemias estreptocócicas,A40,Septicemia estreptocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A409,Septicemia estreptocócica não especificada,A40,Septicemia estreptocócica,1,I. Algumas doenças infecciosas e parasitárias,I
A410,Septicemia por Staphylococcus aureus,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A411,Septicemia por outros estafilococos especificados,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A412,Septicemia por estafilococos não especificados,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A413,Septicemia por Haemophilus influenzae,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A414,Septicemia por anaeróbios,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A415,Septicemia por outros microorganismos gram-negativos,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A418,Outras septicemias especificadas,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A419,Septicemia não especificada,A41,Outras septicemias,1,I. Algumas doenças infecciosas e parasitárias,I
A420,Actinomicose pulmonar,A42,Actinomicose,1,I. Algumas doenças infecciosas e parasitárias,I
A421,Actinomicose abdominal,A42,Actinomicose,1,I. Algumas doenças infecciosas e parasitárias,I
A422,Actinomicose cervicofacial,A42,Actinomicose,1,I. Algumas doenças infecciosas e parasitárias,I
A427,Septicemia actinomicótica,A42,Actinomicose,1,I. Algumas doenças infecciosas e parasitárias,I
A428,Outras formas de actinomicose,A42,Actinomicose,1,I. Algumas doenças infecciosas e parasitárias,I
A429,Actinomicose não especificada,A42,Actinomicose,1,I. Algumas doenças infecciosas e parasitárias,I
A430,Nocardiose pulmonar,A43,Nocardiose,1,I. Algumas doenças infecciosas e parasitárias,I
A431,Nocardiose cutânea,A43,Nocardiose,1,I. Algumas doenças infecciosas e parasitárias,I
A438,Outras formas de nocardiose,A43,Nocardiose,1,I. Algumas doenças infecciosas e parasitárias,I
A439,Nocardiose não especificada,A43,Nocardiose,1,I. Algumas doenças infecciosas e parasitárias,I
A440,Bartonelose sistêmica,A44,Bartonelose,1,I. Algumas doenças infecciosas e parasitárias,I
A441,Bartonelose cutânea e cutâneo-mucosa,A44,Bartonelose,1,I. Algumas doenças infecciosas e parasitárias,I
A448,Outras formas de bartonelose,A44,Bartonelose,1,I. Algumas doenças infecciosas e parasitárias,I
A449,Bartonelose não especificada,A44,Bartonelose,1,I. Algumas doenças infecciosas e parasitárias,I
A46,Erisipela,A46,Erisipela,1,I. Algumas doenças infecciosas e parasitárias,I
A480,Gangrena gasosa,A48,Outras doenças bacterianas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A481,Doença dos legionários,A48,Outras doenças bacterianas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A482,Doença dos legionários não-pneumônica [febre de Pontiac],A48,Outras doenças bacterianas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A483,Síndrome do choque tóxico,A48,Outras doenças bacterianas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A484,Febre purpúrica do Brasil,A48,Outras doenças bacterianas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A488,Outras doenças bacterianas especificadas,A48,Outras doenças bacterianas não classificadas em outra parte,1,I. Algumas doenças infecciosas e parasitárias,I
A490,Infecção estafilocócica de localização não especificada,A49,Infecção bacteriana de localização não especificada,1,I. Algumas doenças infecciosas e parasitárias,I
A491,Infecção estreptocócica de localização não especificada,A49,Infecção bacteriana de localização não especificada,1,I. Algumas doenças infecciosas e parasitárias,I
A492,Infecção por Haemophilus influenzae de localização não especificada,A49,Infecção bacteriana de localização não especificada,1,I. Algumas doenças infecciosas e parasitárias,I
A493,Infecção por Mycoplasma de localização não especificada,A49,Infecção bacteriana de localização não especificada,1,I. Algumas doenças infecciosas e parasitárias,I
A498,Outras infecções bacterianas de localização não especificada,A49,Infecção bacteriana de localização não especificada,1,I. Algumas doenças infecciosas e parasitárias,I
A499,Infecção bacteriana não especificada,A49,Infecção bacteriana de localização não especificada,1,I. Algumas doenças infecciosas e parasitárias,I
A500,Sífilis congênita precoce sintomática,A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A501,"Sífilis congênita precoce, forma latente",A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A502,Sífilis congênita precoce não especificada,A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A503,Oculopatia sifilítica congênita tardia,A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A504,Neurossífilis congênita tardia [neurossífilis juvenil],A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
A505,Outras formas tardias e sintomáticas da sífilis congênita,A50,Sífilis congênita,1,I. Algumas doenças infecciosas e parasitárias,I
