SUBCAT,DESCRICAO,CAT,DESC_CAT,capitulo_cod,capitulo_desc,cap_cod
W527,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas - fazenda",W52,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas",20,XX. Causas externas de morbidade e mortalidade,XX
W528,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas - outros locais especificados",W52,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas",20,XX. Causas externas de morbidade e mortalidade,XX
W529,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas - local não especificado",W52,"Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas",20,XX. Causas externas de morbidade e mortalidade,XX
W530,Mordedura de rato - residência,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W531,Mordedura de rato - habitação coletiva,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W532,"Mordedura de rato - escolas, outras instituições e áreas de administração pública",W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W533,Mordedura de rato - área para a prática de esportes e atletismo,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W534,Mordedura de rato - rua e estrada,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W535,Mordedura de rato - áreas de comércio e de serviços,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W536,Mordedura de rato - áreas industriais e em construção,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W537,Mordedura de rato - fazenda,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W538,Mordedura de rato - outros locais especificados,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W539,Mordedura de rato - local não especificado,W53,Mordedura de rato,20,XX. Causas externas de morbidade e mortalidade,XX
W540,Mordedura ou golpe provocado por cão - residência,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W541,Mordedura ou golpe provocado por cão - habitação coletiva,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W542,"Mordedura ou golpe provocado por cão - escolas, outras instituições e áreas de administração pública",W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W543,Mordedura ou golpe provocado por cão - área para a prática de esportes e atletismo,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W544,Mordedura ou golpe provocado por cão - rua e estrada,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W545,Mordedura ou golpe provocado por cão - áreas de comércio e de serviços,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W546,Mordedura ou golpe provocado por cão - áreas industriais e em construção,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W547,Mordedura ou golpe provocado por cão - fazenda,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W548,Mordedura ou golpe provocado por cão - outros locais especificados,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W549,Mordedura ou golpe provocado por cão - local não especificado,W54,Mordedura ou golpe provocado por cão,20,XX. Causas externas de morbidade e mortalidade,XX
W550,Mordedura ou golpe provocado por outros animais mamíferos - residência,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W551,Mordedura ou golpe provocado por outros animais mamíferos - habitação coletiva,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W552,"Mordedura ou golpe provocado por outros animais mamíferos - escolas, outras instituições e áreas de administração pública",W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W553,Mordedura ou golpe provocado por outros animais mamíferos - área para a prática de esportes e atletismo,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W554,Mordedura ou golpe provocado por outros animais mamíferos - rua e estrada,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W555,Mordedura ou golpe provocado por outros animais mamíferos - áreas de comércio e de serviços,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W556,Mordedura ou golpe provocado por outros animais mamíferos - áreas industriais e em construção,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W557,Mordedura ou golpe provocado por outros animais mamíferos - fazenda,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W558,Mordedura ou golpe provocado por outros animais mamíferos - outros locais especificados,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W559,Mordedura ou golpe provocado por outros animais mamíferos - local não especificado,W55,Mordedura ou golpe provocado por outros animais mamíferos,20,XX. Causas externas de morbidade e mortalidade,XX
W560,Contato com animais marinhos - residência,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W561,Contato com animais marinhos - habitação coletiva,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W562,"Contato com animais marinhos - escolas, outras instituições e áreas de administração pública",W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W563,Contato com animais marinhos - área para a prática de esportes e atletismo,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W564,Contato com animais marinhos - rua e estrada,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W565,Contato com animais marinhos - áreas de comércio e de serviços,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W566,Contato com animais marinhos - áreas industriais e em construção,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W567,Contato com animais marinhos - fazenda,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W568,Contato com animais marinhos - outros locais especificados,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W569,Contato com animais marinhos - local não especificado,W56,Contato com animais marinhos,20,XX. Causas externas de morbidade e mortalidade,XX
W570,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - residência",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W571,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - habitação coletiva",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W572,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - escolas, outras instituições e áreas de administração pública",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W573,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - área para a prática de esportes e atletismo",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W574,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - rua e estrada",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W575,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - áreas de comércio e de serviços",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W576,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - áreas industriais e em construção",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W577,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - fazenda",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W578,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - outros locais especificados",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W579,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos - local não especificado",W57,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos",20,XX. Causas externas de morbidade e mortalidade,XX
W580,Mordedura ou golpe provocado por crocodilo ou aligátor - residência,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W581,Mordedura ou golpe provocado por crocodilo ou aligátor - habitação coletiva,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W582,"Mordedura ou golpe provocado por crocodilo ou aligátor - escolas, outras instituições e áreas de administração pública",W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W583,Mordedura ou golpe provocado por crocodilo ou aligátor - área para a prática de esportes e atletismo,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W584,Mordedura ou golpe provocado por crocodilo ou aligátor - rua e estrada,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W585,Mordedura ou golpe provocado por crocodilo ou aligátor - áreas de comércio e de serviços,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W586,Mordedura ou golpe provocado por crocodilo ou aligátor - áreas industriais e em construção,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W587,Mordedura ou golpe provocado por crocodilo ou aligátor - fazenda,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W588,Mordedura ou golpe provocado por crocodilo ou aligátor - outros locais especificados,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W589,Mordedura ou golpe provocado por crocodilo ou aligátor - local não especificado,W58,Mordedura ou golpe provocado por crocodilo ou aligátor,20,XX. Causas externas de morbidade e mortalidade,XX
W590,Mordedura ou esmagamento provocado por outros répteis - residência,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W591,Mordedura ou esmagamento provocado por outros répteis - habitação coletiva,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W592,"Mordedura ou esmagamento provocado por outros répteis - escolas, outras instituições e áreas de administração pública",W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W593,Mordedura ou esmagamento provocado por outros répteis - área para a prática de esportes e atletismo,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W594,Mordedura ou esmagamento provocado por outros répteis - rua e estrada,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W595,Mordedura ou esmagamento provocado por outros répteis - áreas de comércio e de serviços,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W596,Mordedura ou esmagamento provocado por outros répteis - áreas industriais e em construção,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W597,Mordedura ou esmagamento provocado por outros répteis - fazenda,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W598,Mordedura ou esmagamento provocado por outros répteis - outros locais especificados,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W599,Mordedura ou esmagamento provocado por outros répteis - local não especificado,W59,Mordedura ou esmagamento provocado por outros répteis,20,XX. Causas externas de morbidade e mortalidade,XX
W600,Contato com espinhos de plantas ou com folhas aguçadas - residência,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W601,Contato com espinhos de plantas ou com folhas aguçadas - habitação coletiva,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W602,"Contato com espinhos de plantas ou com folhas aguçadas - escolas, outras instituições e áreas de administração pública",W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W603,Contato com espinhos de plantas ou com folhas aguçadas - área para a prática de esportes e atletismo,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W604,Contato com espinhos de plantas ou com folhas aguçadas - rua e estrada,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W605,Contato com espinhos de plantas ou com folhas aguçadas - áreas de comércio e de serviços,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W606,Contato com espinhos de plantas ou com folhas aguçadas - áreas industriais e em construção,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W607,Contato com espinhos de plantas ou com folhas aguçadas - fazenda,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W608,Contato com espinhos de plantas ou com folhas aguçadas - outros locais especificados,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W609,Contato com espinhos de plantas ou com folhas aguçadas - local não especificado,W60,Contato com espinhos de plantas ou com folhas aguçadas,20,XX. Causas externas de morbidade e mortalidade,XX
W640,Exposição a outras forças mecânicas animadas e às não especificadas - residência,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W641,Exposição a outras forças mecânicas animadas e às não especificadas - habitação coletiva,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W642,"Exposição a outras forças mecânicas animadas e às não especificadas - escolas, outras instituições e áreas de administração pública",W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W643,Exposição a outras forças mecânicas animadas e às não especificadas - área para a prática de esportes e atletismo,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W644,Exposição a outras forças mecânicas animadas e às não especificadas - rua e estrada,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W645,Exposição a outras forças mecânicas animadas e às não especificadas - áreas de comércio e de serviços,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W646,Exposição a outras forças mecânicas animadas e às não especificadas - áreas industriais e em construção,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W647,Exposição a outras forças mecânicas animadas e às não especificadas - fazenda,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W648,Exposição a outras forças mecânicas animadas e às não especificadas - outros locais especificados,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W649,Exposição a outras forças mecânicas animadas e às não especificadas - local não especificado,W64,Exposição a outras forças mecânicas animadas e às não especificadas,20,XX. Causas externas de morbidade e mortalidade,XX
W650,Afogamento e submersão durante banho em banheira - residência,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W651,Afogamento e submersão durante banho em banheira - habitação coletiva,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W652,"Afogamento e submersão durante banho em banheira - escolas, outras instituições e áreas de administração pública",W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W653,Afogamento e submersão durante banho em banheira - área para a prática de esportes e atletismo,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W654,Afogamento e submersão durante banho em banheira - rua e estrada,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W655,Afogamento e submersão durante banho em banheira - áreas de comércio e de serviços,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W656,Afogamento e submersão durante banho em banheira - áreas industriais e em construção,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W657,Afogamento e submersão durante banho em banheira - fazenda,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W658,Afogamento e submersão durante banho em banheira - outros locais especificados,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W659,Afogamento e submersão durante banho em banheira - local não especificado,W65,Afogamento e submersão durante banho em banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W660,Afogamento e submersão consecutiva a queda dentro de uma banheira - residência,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W661,Afogamento e submersão consecutiva a queda dentro de uma banheira - habitação coletiva,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W662,"Afogamento e submersão consecutiva a queda dentro de uma banheira - escolas, outras instituições e áreas de administração pública",W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W663,Afogamento e submersão consecutiva a queda dentro de uma banheira - área para a prática de esportes e atletismo,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W664,Afogamento e submersão consecutiva a queda dentro de uma banheira - rua e estrada,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W665,Afogamento e submersão consecutiva a queda dentro de uma banheira - áreas de comércio e de serviços,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W666,Afogamento e submersão consecutiva a queda dentro de uma banheira - áreas industriais e em construção,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W667,Afogamento e submersão consecutiva a queda dentro de uma banheira - fazenda,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W668,Afogamento e submersão consecutiva a queda dentro de uma banheira - outros locais especificados,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W669,Afogamento e submersão consecutiva a queda dentro de uma banheira - local não especificado,W66,Afogamento e submersão consecutiva a queda dentro de uma banheira,20,XX. Causas externas de morbidade e mortalidade,XX
W670,Afogamento e submersão em piscina - residência,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W671,Afogamento e submersão em piscina - habitação coletiva,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W672,"Afogamento e submersão em piscina - escolas, outras instituições e áreas de administração pública",W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W673,Afogamento e submersão em piscina - área para a prática de esportes e atletismo,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W674,Afogamento e submersão em piscina - rua e estrada,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W675,Afogamento e submersão em piscina - áreas de comércio e de serviços,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W676,Afogamento e submersão em piscina - áreas industriais e em construção,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W677,Afogamento e submersão em piscina - fazenda,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W678,Afogamento e submersão em piscina - outros locais especificados,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W679,Afogamento e submersão em piscina - local não especificado,W67,Afogamento e submersão em piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W680,Afogamento e submersão conseqüente a queda dentro de uma piscina - residência,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W681,Afogamento e submersão conseqüente a queda dentro de uma piscina - habitação coletiva,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W682,"Afogamento e submersão conseqüente a queda dentro de uma piscina - escolas, outras instituições e áreas de administração pública",W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W683,Afogamento e submersão conseqüente a queda dentro de uma piscina - área para a prática de esportes e atletismo,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W684,Afogamento e submersão conseqüente a queda dentro de uma piscina - rua e estrada,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W685,Afogamento e submersão conseqüente a queda dentro de uma piscina - áreas de comércio e de serviços,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W686,Afogamento e submersão conseqüente a queda dentro de uma piscina - áreas industriais e em construção,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W687,Afogamento e submersão conseqüente a queda dentro de uma piscina - fazenda,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W688,Afogamento e submersão conseqüente a queda dentro de uma piscina - outros locais especificados,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W689,Afogamento e submersão conseqüente a queda dentro de uma piscina - local não especificado,W68,Afogamento e submersão conseqüente a queda dentro de uma piscina,20,XX. Causas externas de morbidade e mortalidade,XX
W690,Afogamento e submersão em águas naturais - residência,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W691,Afogamento e submersão em águas naturais - habitação coletiva,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W692,"Afogamento e submersão em águas naturais - escolas, outras instituições e áreas de administração pública",W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W693,Afogamento e submersão em águas naturais - área para a prática de esportes e atletismo,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W694,Afogamento e submersão em águas naturais - rua e estrada,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W695,Afogamento e submersão em águas naturais - áreas de comércio e de serviços,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W696,Afogamento e submersão em águas naturais - áreas industriais e em construção,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W697,Afogamento e submersão em águas naturais - fazenda,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W698,Afogamento e submersão em águas naturais - outros locais especificados,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W699,Afogamento e submersão em águas naturais - local não especificado,W69,Afogamento e submersão em águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W700,Afogamento e submersão conseqüentes a queda dentro de águas naturais - residência,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W701,Afogamento e submersão conseqüentes a queda dentro de águas naturais - habitação coletiva,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W702,"Afogamento e submersão conseqüentes a queda dentro de águas naturais - escolas, outras instituições e áreas de administração pública",W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W703,Afogamento e submersão conseqüentes a queda dentro de águas naturais - área para a prática de esportes e atletismo,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W704,Afogamento e submersão conseqüentes a queda dentro de águas naturais - rua e estrada,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W705,Afogamento e submersão conseqüentes a queda dentro de águas naturais - áreas de comércio e de serviços,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W706,Afogamento e submersão conseqüentes a queda dentro de águas naturais - áreas industriais e em construção,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W707,Afogamento e submersão conseqüentes a queda dentro de águas naturais - fazenda,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W708,Afogamento e submersão conseqüentes a queda dentro de águas naturais - outros locais especificados,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W709,Afogamento e submersão conseqüentes a queda dentro de águas naturais - local não especificado,W70,Afogamento e submersão conseqüentes a queda dentro de águas naturais,20,XX. Causas externas de morbidade e mortalidade,XX
W730,Outros afogamentos e submersão especificados - residência,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W731,Outros afogamentos e submersão especificados - habitação coletiva,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W732,"Outros afogamentos e submersão especificados - escolas, outras instituições e áreas de administração pública",W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W733,Outros afogamentos e submersão especificados - área para a prática de esportes e atletismo,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W734,Outros afogamentos e submersão especificados - rua e estrada,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W735,Outros afogamentos e submersão especificados - áreas de comércio e de serviços,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W736,Outros afogamentos e submersão especificados - áreas industriais e em construção,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W737,Outros afogamentos e submersão especificados - fazenda,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W738,Outros afogamentos e submersão especificados - outros locais especificados,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W739,Outros afogamentos e submersão especificados - local não especificado,W73,Outros afogamentos e submersão especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W740,Afogamento e submersão não especificados - residência,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W741,Afogamento e submersão não especificados - habitação coletiva,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W742,"Afogamento e submersão não especificados - escolas, outras instituições e áreas de administração pública",W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W743,Afogamento e submersão não especificados - área para a prática de esportes e atletismo,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
W744,Afogamento e submersão não especificados - rua e estrada,W74,Afogamento e submersão não especificados,20,XX. Causas externas de morbidade e mortalidade,XX
